Nazwa,Adres,Adres do mapy,Typ kuchni,Dzielnica,Ceny,Ocena,Opinii,Opis,Godziny,Pieszo Rama9,Pieszo Sukh101,Link
KOI Thé,"No. KI-1401, 1st Floor, 2, 88 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตทวีวัฒนา กรุงเทพมหานคร 10110, Thailand","No. KI-1401, 1st Floor, 2, 88 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตทวีวัฒนา กรุงเทพมหานคร 10110, Thailand",Międzynarodowa,,$$$,4.3,63,"KOI Thé to popularny punkt z bubble tea, który wyróżnia się szeroką możliwością personalizacji napojów oraz unikalnymi dodatkami, takimi jak Taro Q czy opcja mleka owsianego dla wegan. Warto spróbować polecanej Oolong Milk Tea z perłami lub sezonowych hitów, m.in. Mango Macchiato Green Tea oraz Strawberry Cheese Pie. Choć na miejscu znajduje się tylko kilka stolików, sprawna obsługa i przystępne ceny sprawiają, że to idealny wybór na szybkie orzeźwienie podczas zakupów.",Pon: 10:00 AM – 10:00 PM | Wt: 10:00 AM – 10:00 PM | Śr: 10:00 AM – 10:00 PM | Czw: 10:00 AM – 10:00 PM | Pt: 10:00 AM – 10:00 PM | Sob: 10:00 AM – 10:00 PM | Ndz: 10:00 AM – 10:00 PM,2.7,7.8,https://www.google.com/maps/search/?api=1&query=No.+KI-1401%2C+1st+Floor%2C+2%2C+88+%E0%B8%8B%E0%B8%AD%E0%B8%A2+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+19+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%95%E0%B8%A2%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%97%E0%B8%A7%E0%B8%B5%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10110%2C+Thailand&query_place_id=ChIJb7hQK0af4jAR5gr1POXV_tg
Lily Hotel Bangkok,"24/1 Sukhumvit 68Sukhumvit Rd. Bangna, แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260, Thailand","24/1 Sukhumvit 68Sukhumvit Rd. Bangna, แขวงบางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260, Thailand",Międzynarodowa,Sukhumvit,,4.5,62,"Sleek, straightforward hotel with an Asian restaurant, an outdoor pool & a garden terrace.",Pon: Open 24 hours | Wt: Open 24 hours | Śr: Open 24 hours | Czw: Open 24 hours | Pt: Open 24 hours | Sob: Open 24 hours | Ndz: Open 24 hours,11.7,1.8,https://www.google.com/maps/search/?api=1&query=24%2F1+Sukhumvit+68Sukhumvit+Rd.+Bangna%2C+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%B2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10260%2C+Thailand&query_place_id=ChIJzzqKHBug4jARzlr-Yw0zgmg
Pha Pa Chicken Rice,"QG7Q+RQP, Soi Ratchawithi 8, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand","QG7Q+RQP, Soi Ratchawithi 8, Khwaeng Thanon Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",Międzynarodowa,Ratchathewi,$$,4.6,60,"Pha Pa Chicken Rice to niedrogi, autentyczny lokal blisko Victory Monument, słynący z delikatnego kurczaka z aromatycznym ryżem oraz wyśmienitej chrupiącej wieprzowiny z bazylią (Kra Pao Moo Grob). Goście szczególnie polecają tutejszą kaczkę z makaronem oraz ryż z kurczakiem serwowany w zestawie z zupą i krwią kaczki, doceniając przy tym darmową mrożoną herbatę i przyjazną obsługę.",Pon: 6:00 AM – 6:00 PM | Wt: 6:00 AM – 6:00 PM | Śr: 6:00 AM – 6:00 PM | Czw: 6:00 AM – 6:00 PM | Pt: 6:00 AM – 6:00 PM | Sob: 6:00 AM – 6:00 PM | Ndz: 6:00 AM – 6:00 PM,3.6,12.4,https://www.google.com/maps/search/?api=1&query=QG7Q%2BRQP%2C+Soi+Ratchawithi+8%2C+Khwaeng+Thanon+Phaya+Thai%2C+Khet+Ratchathewi%2C+Krung+Thep+Maha+Nakhon+10400%2C+Thailand&query_place_id=ChIJuwBE67Ce4jAREMv9e8nZYU0
SNOWTEE Udomsuk,"281 Thanon Udom Suk, Bang Na Nuea, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand","281 Thanon Udom Suk, Bang Na Nuea, Khet Bang Na, Krung Thep Maha Nakhon 10260, Thailand",Międzynarodowa,Bang Na,,4.5,60,"SNOWTEE Udomsuk to przystępny cenowo lokal blisko stacji BTS, oferujący szeroki wybór herbat z bąbelkami, deserów lodowych oraz pączków z możliwością personalizacji poziomu słodkości. Goście szczególnie polecają grape berry snow tea oraz sundae z perełkami brown sugar, doceniając czystość miejsca oraz fakt, że jest ono otwarte do późnych godzin nocnych. Choć przy dużym natężeniu ruchu czas oczekiwania może się wydłużyć, lokal jest chwalony za przyjazną atmosferę i dogodną lokalizację na odpoczynek.",Pon: 10:00 AM – 1:00 AM | Wt: 10:00 AM – 1:00 AM | Śr: 10:00 AM – 1:00 AM | Czw: 10:00 AM – 1:00 AM | Pt: 10:00 AM – 1:00 AM | Sob: 10:00 AM – 1:05 AM | Ndz: 10:00 AM – 1:00 AM,11.3,1.5,https://www.google.com/maps/search/?api=1&query=281+Thanon+Udom+Suk%2C+Bang+Na+Nuea%2C+Khet+Bang+Na%2C+Krung+Thep+Maha+Nakhon+10260%2C+Thailand&query_place_id=ChIJAS30zK6h4jARvRe1ZKHJaYs
BREW - Beers & Ciders,"759 Soi Sukhumvit 55, (Thonglor), Klongton - Nua, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand","759 Soi Sukhumvit 55, (Thonglor), Klongton - Nua, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110, Thailand",Międzynarodowa,Sukhumvit,,4.9,57,"To wyjątkowe miejsce z szerokim wyborem piw rzemieślniczych i cydrów, które wyróżnia się gościnną atmosferą oraz osobistym zaangażowaniem właściciela w dbałość o jakość serwowanych trunków. Warto zamówić tu pizzę neapolitańską na dopracowanym włoskim cieście, skrzydełka Buffalo lub dania kuchni tajskiej. Relaks w estetycznym wnętrzu umilają występy zespołów na żywo, organizowane w weekendy.",Pon: Closed | Wt: 12:00 – 11:00 PM | Śr: 12:00 – 11:00 PM | Czw: 12:00 – 11:00 PM | Pt: 12:00 PM – 12:00 AM | Sob: 12:00 PM – 12:00 AM | Ndz: 12:00 PM – 12:00 AM,3.2,7.4,https://www.google.com/maps/search/?api=1&query=759+Soi+Sukhumvit+55%2C+%28Thonglor%29%2C+Klongton+-+Nua%2C+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B1%E0%B8%99%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10110%2C+Thailand&query_place_id=ChIJYTznX2Of4jARf-xDyVZPUH8
Beast Brekkie : Breakfast Sandwich & Burrito,"27/4 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand","27/4 Thanon Witthayu, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",Międzynarodowa,Pathum Wan,,4.9,54,"Beast Brekkie serwuje doskonałe kanapki śniadaniowe i burrito, a ich flagowa kanapka Shaggy z kremową jajecznicą, konfiturą z pomidorów i karmelizowaną cebulą uchodzi za jedną z najlepszych. Goście szczególnie polecają chrupiące tater tots oraz puszyste jajka z wyrazistymi sosami, doceniając przy tym wygodną formę podania dań, która pozwala zachować czyste ręce. Mimo wyższych cen i lokalizacji przy głośnej ulicy bez klimatyzacji, wysoka jakość jedzenia i przyjazna obsługa sprawiają, że warto tu zajrzeć.",Pon: 8:00 AM – 11:00 PM | Wt: 8:00 AM – 11:00 PM | Śr: 8:00 AM – 11:00 PM | Czw: 8:00 AM – 11:00 PM | Pt: 8:00 AM – 11:00 PM | Sob: 8:00 AM – 11:00 PM | Ndz: 8:00 AM – 11:00 PM,3.1,9.7,https://www.google.com/maps/search/?api=1&query=27%2F4+Thanon+Witthayu%2C+Khwaeng+Lumphini%2C+Pathum+Wan%2C+Krung+Thep+Maha+Nakhon+10330%2C+Thailand&query_place_id=ChIJK1plFE6f4jARI_M_JlcVuU4
แซ่บซอดแจ้ง Zaab Zod Jaeng Bkk,"4/8 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","4/8 Sukhumvit Rd, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.7,54,"Zaab Zod Jaeng Bkk to idealne miejsce na autentyczną kuchnię Isaan, które wyróżnia się imponującym wyborem sałatek som tam oraz unikalną kartą dań z jajami mrówek, np. w formie aromatycznej zupy grzybowej. Restauracja oferuje stylowy wystrój z klimatycznym tarasem i duże porcje, a dzięki wyjątkowo uprzejmej obsłudze oraz otwarciu do późna jest doskonałym wyborem na wieczorny posiłek.",Pon: 11:30 AM – 5:00 AM | Wt: 11:30 AM – 5:00 AM | Śr: 11:30 AM – 5:00 AM | Czw: 11:30 AM – 5:00 AM | Pt: 11:30 AM – 5:00 AM | Sob: 11:30 AM – 5:00 AM | Ndz: 11:30 AM – 5:00 AM,3.2,8.4,https://www.google.com/maps/search/?api=1&query=4%2F8+Sukhumvit+Rd%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJn9D9HtOf4jARY56eSbirRc4
GO-ANG KHAO KHA MOO PRATUNUM โกอ่างข้าวขาหมูประตูน้ำ,"982-984 Khwaeng Makkasan, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand","982-984 Khwaeng Makkasan, Khet Ratchathewi, Krung Thep Maha Nakhon 10400, Thailand",Międzynarodowa,Ratchathewi,,4.6,52,"To miejsce słynie z wyjątkowo delikatnej golonki wieprzowej, która niemal rozpływa się w ustach i świetnie komponuje się z dodatkiem jajka oraz słonych warzyw. Obowiązkowym punktem menu jest chrupiący smażony szpinak wodny (morning glory) oraz aromatyczna zupa z podrobami i krwią. Restauracja wyróżnia się nienaganną czystością, bardzo przystępnymi cenami oraz niezwykle uprzejmą i sprawną obsługą.",Pon: 7:30 AM – 2:30 PM | Wt: 7:30 AM – 2:30 PM | Śr: 7:30 AM – 2:30 PM | Czw: 7:30 AM – 3:00 PM | Pt: 7:30 AM – 3:00 PM | Sob: 7:30 AM – 2:30 PM | Ndz: 7:30 AM – 2:30 PM,3.5,10.6,https://www.google.com/maps/search/?api=1&query=982-984+Khwaeng+Makkasan%2C+Khet+Ratchathewi%2C+Krung+Thep+Maha+Nakhon+10400%2C+Thailand&query_place_id=ChIJZ8gVf8af4jAR53WgMjJzRlc
KOI Thé - Central Embassy,"1031 Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand","1031 Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330, Thailand",Międzynarodowa,Pathum Wan,$$$,4.4,51,"To pochodzące z Singapuru miejsce słynie z prawdopodobnie najlepszej herbaty bąbelkowej w Tajlandii, a szczególnie polecanym wyborem jest słodka Golden Bubble Milk Tea oraz herbata jaśminowa. Mimo nieco wyższych cen i mniejszych porcji, klienci doceniają miłą obsługę oraz wysoką jakość serwowanych napojów. Użytkownicy urządzeń Samsung mogą tu dodatkowo skorzystać ze zniżki w ramach oferty Galaxy Gift.",Pon: 10:00 AM – 9:30 PM | Wt: 10:00 AM – 9:30 PM | Śr: 10:00 AM – 9:30 PM | Czw: 10:00 AM – 9:30 PM | Pt: 10:00 AM – 9:30 PM | Sob: 10:00 AM – 9:30 PM | Ndz: 10:00 AM – 9:30 PM,3.6,9.7,https://www.google.com/maps/search/?api=1&query=1031+Thanon+Phloen+Chit%2C+Khwaeng+Lumphini%2C+Pathum+Wan%2C+Krung+Thep+Maha+Nakhon+10330%2C+Thailand&query_place_id=ChIJw9yGoNye4jARmqDUPEHko9A
E-San Bangkok,"548 ตึกโอซีซี One City Centre Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10300, Thailand","548 ตึกโอซีซี One City Centre Thanon Phloen Chit, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10300, Thailand",Międzynarodowa,Pathum Wan,,4.8,48,"E-San Bangkok serwuje wyśmienitą kuchnię północno-tajską w nowoczesnym wydaniu, a w menu szczególnie wyróżniają się soczyste skrzydełka takoyaki, kurczak z trawą cytrynową oraz grillowany sum i ryba hokke. Miejsce zachwyca eklektycznym wystrojem przypominającym wioskę oraz niezwykle pomocną obsługą, która chętnie dzieli się wiedzą o bogatych i zbalansowanych smakach potraw. To lokal o relaksującej atmosferze, gdzie wysoka jakość składników idzie w parze z uczciwymi cenami.",Pon: 11:30 AM – 10:30 PM | Wt: 11:30 AM – 10:30 PM | Śr: 11:30 AM – 10:30 PM | Czw: 11:30 AM – 10:30 PM | Pt: 11:30 AM – 10:30 PM | Sob: 11:30 AM – 10:30 PM | Ndz: Closed,3.9,9.6,https://www.google.com/maps/search/?api=1&query=548+%E0%B8%95%E0%B8%B6%E0%B8%81%E0%B9%82%E0%B8%AD%E0%B8%8B%E0%B8%B5%E0%B8%8B%E0%B8%B5+One+City+Centre+Thanon+Phloen+Chit%2C+Khwaeng+Lumphini%2C+Pathum+Wan%2C+Krung+Thep+Maha+Nakhon+10300%2C+Thailand&query_place_id=ChIJydIwEgCf4jARL3nB96xeEcU
Wagyu Boat Noodles,"101 ถนน สุขุมวิท 101/1 Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand","101 ถนน สุขุมวิท 101/1 Khwaeng Bang Chak, Khet Phra Khanong, Krung Thep Maha Nakhon 10260, Thailand",Międzynarodowa,Phra Khanong,,4.8,47,"To miejsce słynie z doskonałych boat noodles z esencjonalnym, bogatym w smaku wywarem oraz sprężystym makaronem. Warto zamówić różne rodzaje wołowiny, w tym szczególnie polecany ozór oraz pulpety wołowe, które zachwycają jakością i różnorodnością tekstur. Restauracja oferuje komfortowe warunki, co czyni ją idealnym punktem na sycący lunch lub kolację w gronie znajomych.",,10.5,0.6,https://www.google.com/maps/search/?api=1&query=101+%E0%B8%96%E0%B8%99%E0%B8%99+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+101%2F1+Khwaeng+Bang+Chak%2C+Khet+Phra+Khanong%2C+Krung+Thep+Maha+Nakhon+10260%2C+Thailand&query_place_id=ChIJnXeNmeSf4jARgMTNwWMLIXY
The Mesh Bangkok Sukhumvit 22,"30 Sukhumvit Soi 22, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","30 Sukhumvit Soi 22, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.8,45,"The Mesh to stylowy bar i restauracja w hotelu Four Points, wyróżniająca się świetną obsługą oraz bogatą ofertą tajskich piw rzemieślniczych i muzyką na żywo. Warto zamówić tu burgera Mesh, aromatyczne tajskie curry lub polecane na śniadanie jajka po benedyktyńsku. To nowoczesne i przyjazne rodzinom miejsce idealnie nadaje się na relaks przy bilardzie, grach planszowych lub oglądanie sportu na dużych ekranach.",Pon: 6:00 AM – 1:00 AM | Wt: 6:00 AM – 1:00 AM | Śr: 6:00 AM – 1:00 AM | Czw: 6:00 AM – 1:00 AM | Pt: 6:00 AM – 1:00 AM | Sob: 6:00 AM – 1:00 AM | Ndz: 6:00 AM – 1:00 AM,3.6,7.4,https://www.google.com/maps/search/?api=1&query=30+Sukhumvit+Soi+22%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ_w9CMVOf4jARCiAw0cFOcUA
Auntie's Boat Noodle Victory Monument,"QG8Q+FF5, Soi Rim Khlong Sam Sen, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand","QG8Q+FF5, Soi Rim Khlong Sam Sen, Phaya Thai, Khet Phaya Thai, Krung Thep Maha Nakhon 10400, Thailand",Międzynarodowa,Phaya Thai,,4.4,44,"To ukryta nad kanałem perełka, serwująca autentyczne i wyraziste w smaku „boat noodles” w wersji zupnej oraz suchej za jedyne 15 bahtów za miseczkę. Miejsce wyróżnia się niezwykle przyjazną właścicielką, gęstym wywarem oraz prostym, lokalnym klimatem, w którym od lat stołują się stali bywalcy. Restauracja zapewnia szybką obsługę i jest otwarta do godziny 16:00, oferując prawdziwie tradycyjne doświadczenie kulinarne mimo braku luksusów.",Pon: 9:00 AM – 4:00 PM | Wt: 9:00 AM – 4:00 PM | Śr: 9:00 AM – 4:00 PM | Czw: 9:00 AM – 4:00 PM | Pt: 9:00 AM – 4:00 PM | Sob: 9:00 AM – 4:00 PM | Ndz: 9:00 AM – 4:00 PM,3.8,12.7,https://www.google.com/maps/search/?api=1&query=QG8Q%2BFF5%2C+Soi+Rim+Khlong+Sam+Sen%2C+Phaya+Thai%2C+Khet+Phaya+Thai%2C+Krung+Thep+Maha+Nakhon+10400%2C+Thailand&query_place_id=ChIJj-803_Of4jARzDQvzhMp4N0
Saan Somtum Bar,"Soi Sukhumvit 4, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","Soi Sukhumvit 4, Khwaeng Khlong Toei, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.6,41,"Saan Somtum Bar to stylowe i klimatyzowane miejsce w hotelu Maison, serwujące nowoczesną kuchnię Isan w bardzo przystępnych cenach, w tym bufet za jedyne 199 THB. Warto zamówić Somtum Thai z solonym jajkiem, mostek wołowy lub ryż z tajskim omletem i mieloną wieprzowiną. Lokal wyróżnia się nienaganną czystością, jasnym wnętrzem oraz atrakcyjnymi zniżkami dla gości hotelowych.",Pon: 11:00 AM – 8:00 PM | Wt: 11:00 AM – 8:00 PM | Śr: 11:00 AM – 8:00 PM | Czw: 11:00 AM – 8:00 PM | Pt: 11:00 AM – 8:00 PM | Sob: 11:00 AM – 8:00 PM | Ndz: 11:00 AM – 8:00 PM,3.3,8.9,https://www.google.com/maps/search/?api=1&query=Soi+Sukhumvit+4%2C+Khwaeng+Khlong+Toei%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJ092A8-Cf4jARm6mv8sEfRfc
Meanny's mango and sticky rice,"29 31 Sukhumvit Soi 22, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand","29 31 Sukhumvit Soi 22, Khwaeng Khlong Tan, Khet Khlong Toei, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.9,38,"To miejsce zachwyca wyśmienitym mango sticky rice o idealnym balansie słodyczy i słoności mleczka kokosowego oraz orzeźwiającym, świeżo wyciskanym sokiem. Klienci doceniają hojne porcje dojrzałych owoców, przystępne ceny oraz dbałość o higienę i niezwykle przyjazną obsługę. Punkt oferuje szybkie dania na wynos i cieszy się dużą popularnością w dostawie, będąc uznawanym za najlepszy wybór w swojej okolicy.",Pon: 5:00 PM – 2:00 AM | Wt: 5:00 PM – 2:00 AM | Śr: 5:00 PM – 2:00 AM | Czw: 5:00 PM – 1:00 AM | Pt: 5:00 PM – 2:00 AM | Sob: 5:00 PM – 2:00 AM | Ndz: 5:00 PM – 2:00 AM,3.4,7.3,https://www.google.com/maps/search/?api=1&query=29+31+Sukhumvit+Soi+22%2C+Khwaeng+Khlong+Tan%2C+Khet+Khlong+Toei%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJkTz6AACf4jARLzQz28xDiQU
The Central Library of Srinakharinwirot University,"1st Floor Central, H.R.H Princess Maha Chakri Sirindhorn Building, 114 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand","1st Floor Central, H.R.H Princess Maha Chakri Sirindhorn Building, 114 Soi Sukhumvit 23, Khwaeng Khlong Toei Nuea, Watthana, Krung Thep Maha Nakhon 10110, Thailand",Międzynarodowa,Sukhumvit,,4.4,38,"To ciche i spokojne miejsce do nauki z nowoczesnym systemem wejściowym, przeznaczone wyłącznie dla studentów oraz profesorów. Biblioteka jest czynna w dni powszednie od 8:00 do 16:00 i oferuje atmosferę sprzyjającą skupieniu, choć opinie co do wielkości dostępnego tam księgozbioru są podzielone.",Pon: 8:00 AM – 8:00 PM | Wt: 8:00 AM – 8:00 PM | Śr: 8:00 AM – 8:00 PM | Czw: 8:00 AM – 8:00 PM | Pt: 8:00 AM – 8:00 PM | Sob: 10:00 AM – 6:00 PM | Ndz: 10:00 AM – 6:00 PM,1.8,8.7,https://www.google.com/maps/search/?api=1&query=1st+Floor+Central%2C+H.R.H+Princess+Maha+Chakri+Sirindhorn+Building%2C+114+Soi+Sukhumvit+23%2C+Khwaeng+Khlong+Toei+Nuea%2C+Watthana%2C+Krung+Thep+Maha+Nakhon+10110%2C+Thailand&query_place_id=ChIJf-Izqfye4jARTJamoqz4OjY
CyberPrint Company Limited,"959 รัชดาภิเษก 3, ซ. อโศก - ดินแดง 21 แยก 17 แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400, Thailand","959 รัชดาภิเษก 3, ซ. อโศก - ดินแดง 21 แยก 17 แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400, Thailand",Międzynarodowa,,,4.4,38,"CyberPrint Company Limited to firma ceniona za wysoką jakość oferowanych produktów oraz otwartość na realizację różnorodnych zleceń. Klienci szczególnie chwalą profesjonalny i uprzejmy serwis, wyróżniając pomocnego technika o imieniu Jack. Miejsce to cieszy się opinią rzetelnego wykonawcy, który zapewnia doskonałą obsługę klienta.",Pon: 8:30 AM – 6:00 PM | Wt: 8:30 AM – 6:00 PM | Śr: 8:30 AM – 6:00 PM | Czw: 8:30 AM – 6:00 PM | Pt: 8:30 AM – 6:00 PM | Sob: Closed | Ndz: Closed,1.6,11.0,https://www.google.com/maps/search/?api=1&query=959+%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%94%E0%B8%B2%E0%B8%A0%E0%B8%B4%E0%B9%80%E0%B8%A9%E0%B8%81+3%2C+%E0%B8%8B.+%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81+-+%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87+21+%E0%B9%81%E0%B8%A2%E0%B8%81+17+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10400%2C+Thailand&query_place_id=ChIJOZ47UJqe4jARIBjQqe20x_8
"Zoom Camera, Fortune Town","Floor 2, Fortune Town Building, Din Daeng, แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400, Thailand","Floor 2, Fortune Town Building, Din Daeng, แขวงดินแดง เขตดินแดง กรุงเทพมหานคร 10400, Thailand",Międzynarodowa,Din Daeng,,4.4,38,"Zoom Camera to profesjonalny sklep oferujący szeroki wybór aparatów, obiektywów oraz akcesoriów, w tym gimbale DJI i torby marki Peak Design. Miejsce wyróżnia się fachową, niezwykle pomocną obsługą oraz konkurencyjnymi cenami, które bywają niższe niż w ofertach internetowych. Klienci doceniają sprawny serwis oraz możliwość bezproblemowego sprowadzenia potrzebnego sprzętu z innych oddziałów sieci.",Pon: 10:00 AM – 8:00 PM | Wt: 10:00 AM – 8:00 PM | Śr: 10:00 AM – 8:00 PM | Czw: 10:00 AM – 8:00 PM | Pt: 10:00 AM – 8:00 PM | Sob: 10:00 AM – 8:00 PM | Ndz: 10:00 AM – 8:00 PM,0.6,10.0,https://www.google.com/maps/search/?api=1&query=Floor+2%2C+Fortune+Town+Building%2C+Din+Daeng%2C+%E0%B9%81%E0%B8%82%E0%B8%A7%E0%B8%87%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87+%E0%B9%80%E0%B8%82%E0%B8%95%E0%B8%94%E0%B8%B4%E0%B8%99%E0%B9%81%E0%B8%94%E0%B8%87+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%A1%E0%B8%AB%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3+10400%2C+Thailand&query_place_id=ChIJR9kxDI2e4jARCzeRTLLYbFY
